"x","y","status","PA1","PA2","PA3","PA4"
-4547944.0766997,-1070194.8671982,NA,FALSE,FALSE,TRUE,FALSE
3487555.9233003,-1103194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-7369444.0766997,-1119694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-4349944.0766997,-1152694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-3623944.0766997,-1169194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-3623944.0766997,-1185694.8671982,NA,FALSE,FALSE,TRUE,FALSE
3751555.9233003,-1235194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-7022944.0766997,-1251694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-4778944.0766997,-1251694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-6247444.0766997,-1284694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-4646944.0766997,-1449694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6610444.0766997,-1581694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-6115444.0766997,-1581694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-6940444.0766997,-1614694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5438944.0766997,-1614694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-4333444.0766997,-1730194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6214444.0766997,-1746694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5108944.0766997,-1895194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-7187944.0766997,-1928194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5818444.0766997,-1928194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-4300444.0766997,-2093194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-3887944.0766997,-2109694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-5950444.0766997,-2258194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5125444.0766997,-2307694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-4036444.0766997,-2340694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5537944.0766997,-2456194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5884444.0766997,-2522194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6577444.0766997,-2571694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5207944.0766997,-2571694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5966944.0766997,-2621194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-4597444.0766997,-2621194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-6527944.0766997,-2720194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5455444.0766997,-2819194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6263944.0766997,-2918194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6065944.0766997,-2967694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5686444.0766997,-3050194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5702944.0766997,-3248194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-6214444.0766997,-3413194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5966944.0766997,-3413194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-6478444.0766997,-3462694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5389444.0766997,-3479194.8671982,NA,FALSE,FALSE,FALSE,TRUE
-6082444.0766997,-3611194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-6115444.0766997,-3891694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-6247444.0766997,-3990694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-4894444.0766997,-4122694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-4861444.0766997,-4155694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-5636944.0766997,-4205194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5339944.0766997,-4287694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-6379444.0766997,-4337194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5372944.0766997,-4419694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5323444.0766997,-4436194.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5620444.0766997,-4733194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-5570944.0766997,-4815694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5587444.0766997,-5096194.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5884444.0766997,-5145694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5917444.0766997,-5228194.8671982,NA,FALSE,FALSE,TRUE,FALSE
-5735944.0766997,-5409694.8671982,NA,FALSE,FALSE,FALSE,TRUE
-5521444.0766997,-5739694.8671982,NA,TRUE,FALSE,FALSE,FALSE
-5438944.0766997,-5772694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5455444.0766997,-5805694.8671982,NA,FALSE,FALSE,TRUE,FALSE
-5603944.0766997,-5937694.8671982,NA,FALSE,TRUE,FALSE,FALSE
-5405944.0766997,-6020194.8671982,NA,TRUE,FALSE,FALSE,FALSE
